municipio,departamento,lat,lon
Tuchin,Cordoba,9.1858333333333,-75.555277777778
Tulua,Valle,4.0847222222222,-76.198611111111
Tumaco,Nariño,1.8066666666667,-78.764722222222
Tunja,Boyaca,5.5402777777778,-73.361388888889
Tunungua,Boyaca,5.7302777777778,-73.932222222222
Tuquerres,Nariño,1.0872222222222,-77.618888888889
Turbaco,Bolivar,10.331944444444,-75.414166666667
Turbana,Bolivar,10.272777777778,-75.443888888889
Turbo,Antioquia,8.0930555555556,-76.728333333333
Turmeque,Boyaca,5.3236111111111,-73.489722222222
Tuta,Boyaca,5.6897222222222,-73.2275
Tutasa,Boyaca,6.0316666666667,-72.856111111111
Ubala,Cundinamarca,4.7438888888889,-73.534722222222
Ubaque,Cundinamarca,4.4830555555556,-73.934444444444
Ubate,Cundinamarca,5.3072222222222,-73.814444444444
Ulloa,Valle,4.7019444444444,-75.737222222222
Umbita,Boyaca,5.2205555555556,-73.457222222222
Une,Cundinamarca,4.4019444444444,-74.025
Unguia,Choco,8.045,-77.09
Union Panamericana (NIMAS),Choco,5.2813888888889,-76.63
Uramita,Antioquia,6.8986111111111,-76.173611111111
Uribe,Meta,3.2408333333333,-74.353611111111
Uribia,La Guajira,11.713888888889,-72.265833333333
Urrao,Antioquia,6.3155555555556,-76.134166666667
Urumita,La Guajira,10.560277777778,-73.013611111111
Usiacuri,Atlantico,10.742777777778,-74.975833333333
Utica,Cundinamarca,5.1886111111111,-74.481111111111
Valdivia,Antioquia,7.1636111111111,-75.439166666667
Valencia,Cordoba,8.259167,-76.146944
Valle de San Jose,Santander,6.4475,-73.1436
Valle de San Juan,Tolima,4.1980555555556,-75.117222222222
Valle del Guamuez,Putumayo,0.42527777777778,-76.905277777778
Valledupar,Cesar,10.460277777778,-73.259722222222
Valparaiso,Antioquia,5.6144444444444,-75.625555555556
Valparaiso,Caqueta,1.1933333333333,-75.706388888889
Vegachi,Antioquia,6.7730555555556,-74.799444444444
Velez,Santander,6.0130555555556,-73.673611111111
Venadillo,Tolima,4.7183333333333,-74.929444444444
Venecia,Antioquia,5.9608333333333,-75.733611111111
Venecia (Ospina Perez),Cundinamarca,4.0886111111111,-74.4775
Ventaquemada,Boyaca,5.3663888888889,-73.521944444444
Vergara,Cundinamarca,5.1177777777778,-74.346111111111
Versalles,Valle,4.5755555555556,-76.2
Vetas,Santander,7.3097222222222,-72.870555555556
Viani,Cundinamarca,4.8738888888889,-74.562777777778
Victoria,Caldas,5.3163888888889,-74.9125
Vigia del Fuerte,Antioquia,6.5894444444444,-76.899722222222
Vijes,Valle,3.6983333333333,-76.441944444444
Villa Caro,Norte De Santander,7.9147222222222,-72.971944444444
Villa de Leiva,Boyaca,5.6330555555556,-73.525555555556
Villa del Rosario,Norte De Santander,7.8352777777778,-72.473611111111
Villa Rica,Cauca,3.1736111111111,-76.463055555556
Villagarzon,Putumayo,1.0294444444444,-76.616388888889
Villagomez,Cundinamarca,5.2733333333333,-74.194722222222
Villahermosa,Tolima,5.03,-75.116944444444
Villamaria,Caldas,5.0455555555556,-75.515277777778
Villanueva,Bolivar,10.444166666667,-75.274722222222
Villanueva,Casanare,4.608736,-72.928792
Villanueva,La Guajira,10.605277777778,-72.98
Villanueva,Santander,6.6719444444444,-73.174722222222
Villapinzon,Cundinamarca,5.2158333333333,-73.596666666667
Villarrica,Tolima,3.9363888888889,-74.601388888889
Villavicencio,Meta,4.1425,-73.629444444444
Villavieja,Huila,3.2188888888889,-75.218333333333
Villeta,Cundinamarca,5.0127777777778,-74.473055555556
Viota,Cundinamarca,4.4380555555556,-74.523888888889
Viracacha,Boyaca,5.4363888888889,-73.296111111111
Vista Hermosa,Meta,3.1238888888889,-73.751388888889
Viterbo,Caldas,5.0605555555556,-75.873333333333
Yacopi,Cundinamarca,5.4597222222222,-74.338333333333
Yacuanquer,Nariño,1.115,-77.402222222222
Yaguara,Huila,2.6647222222222,-75.518333333333
Yali,Antioquia,6.6766666666667,-74.841111111111
Yarumal,Antioquia,6.9633333333333,-75.417222222222
Yavarete,Vaupes,0.615,-69.208055555556
Yolombo,Antioquia,6.5977777777778,-75.012222222222
Yondo (Casabe),Antioquia,7.0061111111111,-73.908888888889
Yopal,Casanare,5.3305555555556,-72.390555555556
Yotoco,Valle,3.8602777777778,-76.383333333333
Yumbo,Valle,3.5777777777778,-76.494444444444
Zambrano,Bolivar,9.7447222222222,-74.817222222222
Zapatoca,Santander,6.815,-73.268333333333
Zapayan (PUNTA DE PIEDRAS),Magdalena,10.169166666667,-74.7175
Zaragoza,Antioquia,7.4897222222222,-74.8675
Zarzal,Valle,4.3941666666667,-76.070277777778
Zetaquira,Boyaca,5.2838888888889,-73.170277777778
Zipacon,Cundinamarca,4.76,-74.379722222222
Zipaquira,Cundinamarca,5.0247222222222,-74.001388888889
Zona Bananera (PRADO - SEVILLA),Magdalena,10.764166666667,-74.157222222222
