municipio,departamento,lat,lon
Yumbo,Valle,3.5777777777778,-76.494444444444
Zambrano,Bolivar,9.7447222222222,-74.817222222222
Zapatoca,Santander,6.815,-73.268333333333
Zapayan (PUNTA DE PIEDRAS),Magdalena,10.169166666667,-74.7175
Zaragoza,Antioquia,7.4897222222222,-74.8675
Zarzal,Valle,4.3941666666667,-76.070277777778
Zetaquira,Boyaca,5.2838888888889,-73.170277777778
Zipacon,Cundinamarca,4.76,-74.379722222222
Zipaquira,Cundinamarca,5.0247222222222,-74.001388888889
Zona Bananera (PRADO - SEVILLA),Magdalena,10.764166666667,-74.157222222222
